Phish,url,response url,https,urlLength:<=50,urlLength:<=100,urlLength:>100,Special_char,Title tag,Description tag,Keywords tag,SEO tag name=title,SEO tag name=description,SEO tag name=keywords,SEO tag property=og:title,SEO tag property=og:description,SEO tag property=og:keywords,SEO tag property=og:site,Corp_Rate_All:20,Corp_Rate_All:40,Corp_Rate_All:60,Corp_Rate_All:80,Corp_Rate_All:100,Corp_Rate_Link:20,Corp_Rate_Link:40,Corp_Rate_Link:60,Corp_Rate_Link:80,Corp_Rate_Link:100,Corp_Rate_Script:20,Corp_Rate_Script:40,Corp_Rate_Script:60,Corp_Rate_Script:80,Corp_Rate_Script:100,Corp_Rate_Img:20,Corp_Rate_Img:40,Corp_Rate_Img:60,Corp_Rate_Img:80,Corp_Rate_Img:100,Is_gverify,Is_msverify,Is_twitter,facebook,line,gTLD,HTML_Length<10000
1,https://gbk168.net/wp-content/upgrade/,https://gbk168.net/wp-content/upgrade/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://dkbonline05.sviluppo.host/de/content/login.php,https://dkbonline05.sviluppo.host/de/content/login.php,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/velo,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/velo,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/pocztowy,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/pocztowy,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/ing,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/ing,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/mbank,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/mbank,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/citi,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/citi,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/bos,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/bos,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/bnp-paribas,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/bnp-paribas,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/alior,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/alior,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/ipko,https://olx-pl.biwazlo.cyou/payment/d10a9828fe2c/ipko,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,http://4b6dfwg4v56fdb456df6g.scrapper-site.net,https://manage-hostingaruba.2fa-account2645.net/index.html,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://refactored-giggle.vercel.app/,https://refactored-giggle.vercel.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://desibel.com/diller/wp-includes/fonts/normal/login.html?cmd=login_submit&id=2ec5738424c852acb29f68bec3b547062ec5738424c852acb29f68bec3b54706&session=2ec5738424c852acb29f68bec3b547062ec5738424c852acb29f68bec3b54706,https://desibel.com/diller/wp-includes/fonts/normal/login.html?cmd=login_submit&id=2ec5738424c852acb29f68bec3b547062ec5738424c852acb29f68bec3b54706&session=2ec5738424c852acb29f68bec3b547062ec5738424c852acb29f68bec3b54706,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://desibel.com/diller/wp-includes/fonts/normal,https://desibel.com/diller/wp-includes/fonts/normal/login.html?cmd=login_submit&id=6a557848754dbd3499456a15c79f2b806a557848754dbd3499456a15c79f2b80&session=6a557848754dbd3499456a15c79f2b806a557848754dbd3499456a15c79f2b80,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://desibel.com/diller/wp-includes/fonts/normal/login.html,https://desibel.com/diller/wp-includes/fonts/normal/login.html,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://excel-pied-omega.vercel.app/excel1.html,https://excel-pied-omega.vercel.app/excel1.html,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://ipfs.io/ipfs/bafkreiffddvbp6disumwe2eocy4hbz3dmzh6crxydvogx5l7xvrxtsgp6m,https://ipfs.io/ipfs/bafkreiffddvbp6disumwe2eocy4hbz3dmzh6crxydvogx5l7xvrxtsgp6m,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://cucoin-logi.godaddysites.com/,https://cucoin-logi.godaddysites.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://jubilant-octo-guide-nine.vercel.app/,https://jubilant-octo-guide-nine.vercel.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://ledger-login-us-wallet.vercel.app/,https://ledger-login-us-wallet.vercel.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,http://gemniilloginn.webflow.io,https://gemniilloginn.webflow.io/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,http://gaminilog.webflow.io,https://gaminilog.webflow.io/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
1,https://www.madexpro.com.ar/CardOnline/,https://www.madexpro.com.ar/CardOnline/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://securelogins.netlify.app/webmailoutlook.html?email=x@x.com,https://securelogins.netlify.app/webmailoutlook.html?email=x@x.com,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://ultimasemanafeiraonovo.vercel.app/atendimento?utm_source=organic&amp;utm_campaign&amp;utm_medium&amp;utm_content&amp;utm_term&amp;xcod&amp;sck&amp;cpf=05669770528,https://ultimasemanafeiraonovo.vercel.app/atendimento?utm_source=organic&amp;utm_campaign&amp;utm_medium&amp;utm_content&amp;utm_term&amp;xcod&amp;sck&amp;cpf=05669770528,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://oboti.vercel.app/promo.html,https://oboti.vercel.app/promo.html,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,https://cred-navi.webcindario.com/?fbclid=IwY2xjawOn64tleHRuA2FlbQIxMABicmlkETFCbnJtYUVpN1c5UmdPQUhCc3J0YwZhcHBfaWQPNTQxNjM5NDkzODg5MDI1AAEeZdtRd3OPHKRhhsQRArIsnsDPrwp6TjVve6ldAGixOEfN9Qb615FMseq1Fow_aem_eAnziQejafP7I7Hmn6vvZg,https://cred-navi.webcindario.com/?fbclid=IwY2xjawOn64tleHRuA2FlbQIxMABicmlkETFCbnJtYUVpN1c5UmdPQUhCc3J0YwZhcHBfaWQPNTQxNjM5NDkzODg5MDI1AAEeZdtRd3OPHKRhhsQRArIsnsDPrwp6TjVve6ldAGixOEfN9Qb615FMseq1Fow_aem_eAnziQejafP7I7Hmn6vvZg,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://ramyungallery.com/cgi-bin/nah/,https://ramyungallery.com/cgi-bin/nah/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://bhd-lngreso.webcindario.com,https://bhd-lngreso.webcindario.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://mbanpld.web.app/,https://mbanpld.web.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://t55.7d0.mytemp.website/att/attonlineservices.html,https://t55.7d0.mytemp.website/att/attonlineservices.html,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://bellsouth-att-siging-215045.webflow.io/,https://bellsouth-att-siging-215045.webflow.io/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://robbbnhudloggionn.webflow.io/,https://robbbnhudloggionn.webflow.io/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://kuininlcin.webflow.io/,https://kuininlcin.webflow.io/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://kucoinlogino.webflow.io/,https://kucoinlogino.webflow.io/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://outh--sso-en---kucoin.webflow.io/,https://outh--sso-en---kucoin.webflow.io/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
1,https://zmail-tnebnet-org-zimbra-login.weebly.com/,https://zmail-tnebnet-org-zimbra-login.weebly.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://xn--berprfung-des-web-kontos3-ewcf.weebly.com/,https://xn--berprfung-des-web-kontos3-ewcf.weebly.com/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://wpcu0nlineewpcu.weebly.com/,https://wpcu0nlineewpcu.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://vcjhdjgdjuekjhgiuehud.weebly.com/,https://vcjhdjgdjuekjhgiuehud.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://streak-ftp.weebly.com/,https://streak-ftp.weebly.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://spaceknob-ritz.weebly.com/,https://spaceknob-ritz.weebly.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://smith-county-road-department-supervisor.weebly.com/,https://smith-county-road-department-supervisor.weebly.com/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://site-voqd9lvjo.godaddysites.com/,https://site-voqd9lvjo.godaddysites.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://site-9xlggsi1q.godaddysites.com/,https://site-9xlggsi1q.godaddysites.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://rockauidlo0sisd.weebly.com/,https://rockauidlo0sisd.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://pattrbarnes.wixsite.com/my-site,https://pattrbarnes.wixsite.com/my-site,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://ourtimexxx.weebly.com/,https://ourtimexxx.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://olimasxrtuintred.weebly.com/,https://olimasxrtuintred.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://officeadmin2026.weebly.com/,https://officeadmin2026.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://noreplytransfertsa.wixsite.com/my-site-1,https://noreplytransfertsa.wixsite.com/my-site-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://markhowardautomotive.weebly.com/,https://markhowardautomotive.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://mailtelsu7.weebly.com/,https://mailtelsu7.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://mailaccountupdatesunit.weebly.com/,https://mailaccountupdatesunit.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://mail-organizer.weebly.com/,https://mail-organizer.weebly.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://indamailservice.weebly.com/,https://indamailservice.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://indamaildecure.weebly.com/,https://indamaildecure.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://indaamweb.weebly.com/,https://indaamweb.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://inabv.weebly.com/,https://inabv.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://florawales46.wixsite.com/arizona,https://florawales46.wixsite.com/arizona,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://dueidjnckmcxsvsgytsd.weebly.com/,https://dueidjnckmcxsvsgytsd.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://dota-2official-freearcana-immortal.weebly.com/,https://dota-2official-freearcana-immortal.weebly.com/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,https://decesinfos44.weebly.com/,https://decesinfos44.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://courrielwebc.weebly.com/,https://courrielwebc.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://caitlinstrategyfir.wixsite.com/outreachmesagin,https://caitlinstrategyfir.wixsite.com/outreachmesagin,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://c3ntral1nve3nt.weebly.com/,https://c3ntral1nve3nt.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://0utl00koffice.weebly.com/,https://0utl00koffice.weebly.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://silent-employees-025553.framer.app/,https://silent-employees-025553.framer.app/,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,https://smartserviceprovider.duckdns.org/userid.php?token=4faEcCyMkbr4XnZffxg5s2NYcXhWcTFXZjUxQkU2NmNBOUNBU2xaTE4wRFdyVmo5MG1aVUlQZ1IvTG43LzZ6QS95ckk0b3I1QW5yUHJTL2VScENlYmtNSFBkNWpxS1NqNnp4Uzd4cTdvQ2JYSEgycGQ3QXlucFEwdjc1MisvaVJLbms1dlJlNGdRRUNuRXBqTnRsd2ZnTGpDVlV5QkVXOUNVNkxtb3I4WnpDMXFnUE1ES1JpdmlibUJCSlN0MDBkSC9EWHNDcmNURVhzR2dWdw%3D%3D,https://smartserviceprovider.duckdns.org/blocked.php,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://www.wixforms.com/f/7401514817917289534,https://www.wixforms.com/f/7401514817917289534,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://kntn.ly/e8c483c0,https://docs.google.com/presentation/d/e/2PACX-1vQpauxr5pLBwiHhkuVkCtItGi-Ggfq_KZ_JotV_mu3WBpgNy58QJUJGWFrA9Tg9iUXBjzLUdq3XL8WR/pub?start=false&loop=false&delayms=3000,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,http://jawwalooreidoopalestine.pages.dev,https://jawwalooreidoopalestine.pages.dev/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,https://bellsouth-att-sign-in-ee0492.webflow.io/,https://bellsouth-att-sign-in-ee0492.webflow.io/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://dpd-ptostz.cfd/ptr,https://dpd-ptostz.cfd/ptr,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1,http://www.sfr.cco.sa/,http://www.sfr.cco.sa/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,http://sfr.cco.sa/,http://sfr.cco.sa/,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://relaycolisinfo.com/,https://relaycolisinfo.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://bombolone.es/fonts/area/zone/?access=aleofyj,https://bombolone.es/fonts/area/zone/?access=aleofyj,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,https://beta.agroskying.com/wp-content/plugins/extendify/,https://beta.agroskying.com/wp-content/plugins/extendify/,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://vivalojaoficial.vercel.app/,https://vivalojaoficial.vercel.app/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,https://www.maga12u.com/,https://www.maga12u.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://info-service-national.com,https://info-service-national.com/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://info-service-national.com/index.php,https://info-service-national.com/index.php,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://secondary-style-233155.framer.app/,https://secondary-style-233155.framer.app/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1,https://www.sitesgpt.com/?em=redacted.redacted%40ovh.es,https://www.sitesgpt.com/?em=redacted.redacted%40ovh.es,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0
1,https://proezas.diazpabon.info/wp-content/plugins/,https://proezas.diazpabon.info/wp-content/plugins/,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://rc-m.global.ssl.fastly.net/354/t6/rc/rc.html?cms=,https://rc-m.global.ssl.fastly.net/354/t6/rc/rc.html?cms=,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://click.naillabbyel.com/?ws4544=2221004771,https://www.google.com/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://rc-m.global.ssl.fastly.net/354/t6/rc/rc.html,https://rc-m.global.ssl.fastly.net/354/t6/rc/rc.html,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,https://cloud.engeconindustrial.com.br/wp-admin/ca/index.php?emp=redacted@abuse.ionos.com,https://cloud.engeconindustrial.com.br/wp-admin/ca/index.php?emp=redacted@abuse.ionos.com,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1,https://marinza.life/,https://marinza.life/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,https://774868.com:8989/,https://774868.com:8989/,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1,https://aalynabeea.com/superjumbo/index.html#email@address.hu,https://aalynabeea.com/superjumbo/index.html#email@address.hu,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
